feature,target,owner,owner_kind,stimulus,directive,detail,status,span_kind,file,line,match_on,arm,nesting,conditions,source,generate
core,legalize_mseccfg,legalize_mseccfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Smmpm,covered,B,core/sys_regs.sail,315,,,0,,"PMM   = if currentlyEnabled(Ext_Smmpm) & is_supported_pmm(PM_SMMPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_mseccfg,legalize_mseccfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Smmpm,covered,T,core/sys_regs.sail,315,,,0,,"PMM   = if currentlyEnabled(Ext_Smmpm) & is_supported_pmm(PM_SMMPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_mseccfg,legalize_mseccfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Smmpm,covered,T,core/sys_regs.sail,315,,,0,,"PMM   = if currentlyEnabled(Ext_Smmpm) & is_supported_pmm(PM_SMMPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_mseccfg,legalize_mseccfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Smmpm,todo,T,core/sys_regs.sail,315,,,0,,"PMM   = if currentlyEnabled(Ext_Smmpm) & is_supported_pmm(PM_SMMPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_mseccfg,legalize_mseccfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfilp,covered,B,core/sys_regs.sail,316,,,0,,"MLPE  = if hartSupports(Ext_Zicfilp) then v[MLPE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_mseccfg,legalize_mseccfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfilp,covered,T,core/sys_regs.sail,316,,,0,,"MLPE  = if hartSupports(Ext_Zicfilp) then v[MLPE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_mseccfg,legalize_mseccfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfilp,todo,T,core/sys_regs.sail,316,,,0,,"MLPE  = if hartSupports(Ext_Zicfilp) then v[MLPE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_mseccfg,legalize_mseccfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_mseccfg() reached via 2 instruction(s),covered,B,core/sys_regs.sail,317,,,0,,"SSEED = if sseed_read_only_zero then 0b0 else v[SSEED],",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_mseccfg,legalize_mseccfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_mseccfg() reached via 2 instruction(s),covered,T,core/sys_regs.sail,317,,,0,,"SSEED = if sseed_read_only_zero then 0b0 else v[SSEED],",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_mseccfg,legalize_mseccfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_mseccfg() reached via 2 instruction(s),todo,T,core/sys_regs.sail,317,,,0,,"SSEED = if sseed_read_only_zero then 0b0 else v[SSEED],",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_mseccfg,legalize_mseccfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_mseccfg() reached via 2 instruction(s),covered,B,core/sys_regs.sail,318,,,0,,"USEED = if useed_read_only_zero then 0b0 else v[USEED],",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_mseccfg,legalize_mseccfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_mseccfg() reached via 2 instruction(s),covered,T,core/sys_regs.sail,318,,,0,,"USEED = if useed_read_only_zero then 0b0 else v[USEED],",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_mseccfg,legalize_mseccfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_mseccfg() reached via 2 instruction(s),todo,T,core/sys_regs.sail,318,,,0,,"USEED = if useed_read_only_zero then 0b0 else v[USEED],",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,csr_name_map,csr_name_map,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/sys_regs.sail,324,,,0,,"mapping clause csr_name_map = 0x747  <-> ""mseccfg""",opcode_sweep.py core/sys_regs.sail
core,csr_name_map,csr_name_map,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/sys_regs.sail,325,,,0,,"mapping clause csr_name_map = 0x757  <-> ""mseccfgh""",opcode_sweep.py core/sys_regs.sail
core,legalize_xenvcfg_cbie,legalize_xenvcfg_cbie,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_xenvcfg_cbie() reached via 2 instruction(s),covered,F,core/sys_regs.sail,375,,,0,,private function legalize_xenvcfg_cbie(cbie : bits(2)) -> bits(2) = {,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_xenvcfg_cbie,legalize_xenvcfg_cbie,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_xenvcfg_cbie() reached via 2 instruction(s),covered,B,core/sys_regs.sail,376,,,0,,if cbie != 0b10 then {,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_xenvcfg_cbie,legalize_xenvcfg_cbie,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_xenvcfg_cbie() reached via 2 instruction(s),covered,T,core/sys_regs.sail,376,,,0,,if cbie != 0b10 then {,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_xenvcfg_cbie,legalize_xenvcfg_cbie,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_xenvcfg_cbie() reached via 2 instruction(s),todo,T,core/sys_regs.sail,378,,,0,,} else match xenvcfg_cbie_reserved_behavior {,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_xenvcfg_cbie,legalize_xenvcfg_cbie,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_xenvcfg_cbie() reached via 2 instruction(s),todo,B,core/sys_regs.sail,378,,,0,,} else match xenvcfg_cbie_reserved_behavior {,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_xenvcfg_cbie,legalize_xenvcfg_cbie,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_xenvcfg_cbie() reached via 2 instruction(s),todo,T,core/sys_regs.sail,379,xenvcfg_cbie_reserved_behavior,Xenvcfg_Fatal,1,else match xenvcfg_cbie_reserved_behavior,"Xenvcfg_Fatal => reserved_behavior(""xenvcfg.CBIE = 0b10""),",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_xenvcfg_cbie,legalize_xenvcfg_cbie,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_xenvcfg_cbie() reached via 2 instruction(s),todo,T,core/sys_regs.sail,380,xenvcfg_cbie_reserved_behavior,Xenvcfg_ClearPermissions,1,else match xenvcfg_cbie_reserved_behavior,"Xenvcfg_ClearPermissions => 0b00,",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_menvcfg,legalize_menvcfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_menvcfg() reached via 2 instruction(s),covered,F,core/sys_regs.sail,384,,,0,,"function legalize_menvcfg(o : MEnvcfg, v : bits(64)) -> MEnvcfg = {",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_menvcfg,legalize_menvcfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_menvcfg() reached via 2 instruction(s),covered,B,core/sys_regs.sail,387,,,0,,"FIOM = if sys_enable_writable_fiom then v[FIOM] else 0b0,",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_menvcfg,legalize_menvcfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_menvcfg() reached via 2 instruction(s),covered,T,core/sys_regs.sail,387,,,0,,"FIOM = if sys_enable_writable_fiom then v[FIOM] else 0b0,",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_menvcfg,legalize_menvcfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_menvcfg() reached via 2 instruction(s),todo,T,core/sys_regs.sail,387,,,0,,"FIOM = if sys_enable_writable_fiom then v[FIOM] else 0b0,",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfilp,covered,B,core/sys_regs.sail,388,,,0,,"LPE  = if hartSupports(Ext_Zicfilp) then v[LPE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfilp,covered,T,core/sys_regs.sail,388,,,0,,"LPE  = if hartSupports(Ext_Zicfilp) then v[LPE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfilp,todo,T,core/sys_regs.sail,388,,,0,,"LPE  = if hartSupports(Ext_Zicfilp) then v[LPE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfiss,covered,B,core/sys_regs.sail,389,,,0,,"SSE  = if hartSupports(Ext_Zicfiss) then v[SSE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfiss,covered,T,core/sys_regs.sail,389,,,0,,"SSE  = if hartSupports(Ext_Zicfiss) then v[SSE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfiss,todo,T,core/sys_regs.sail,389,,,0,,"SSE  = if hartSupports(Ext_Zicfiss) then v[SSE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicboz,covered,B,core/sys_regs.sail,390,,,0,,"CBZE = if currentlyEnabled(Ext_Zicboz) then v[CBZE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicboz,covered,T,core/sys_regs.sail,390,,,0,,"CBZE = if currentlyEnabled(Ext_Zicboz) then v[CBZE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicboz,todo,T,core/sys_regs.sail,390,,,0,,"CBZE = if currentlyEnabled(Ext_Zicboz) then v[CBZE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicbom,covered,B,core/sys_regs.sail,391,,,0,,"CBCFE = if currentlyEnabled(Ext_Zicbom) then v[CBCFE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicbom,covered,T,core/sys_regs.sail,391,,,0,,"CBCFE = if currentlyEnabled(Ext_Zicbom) then v[CBCFE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicbom,todo,T,core/sys_regs.sail,391,,,0,,"CBCFE = if currentlyEnabled(Ext_Zicbom) then v[CBCFE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicbom,covered,B,core/sys_regs.sail,392,,,0,,"CBIE = if currentlyEnabled(Ext_Zicbom) then legalize_xenvcfg_cbie(v[CBIE]) else 0b00,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicbom,covered,T,core/sys_regs.sail,392,,,0,,"CBIE = if currentlyEnabled(Ext_Zicbom) then legalize_xenvcfg_cbie(v[CBIE]) else 0b00,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicbom,todo,T,core/sys_regs.sail,392,,,0,,"CBIE = if currentlyEnabled(Ext_Zicbom) then legalize_xenvcfg_cbie(v[CBIE]) else 0b00,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Sstc,covered,B,core/sys_regs.sail,393,,,0,,"STCE = if currentlyEnabled(Ext_Sstc) then v[STCE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Sstc,covered,T,core/sys_regs.sail,393,,,0,,"STCE = if currentlyEnabled(Ext_Sstc) then v[STCE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Sstc,todo,T,core/sys_regs.sail,393,,,0,,"STCE = if currentlyEnabled(Ext_Sstc) then v[STCE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Smnpm,covered,B,core/sys_regs.sail,394,,,0,,"PMM = if currentlyEnabled(Ext_Smnpm) & is_supported_pmm(PM_SMNPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Smnpm,covered,B,core/sys_regs.sail,394,,,0,,"PMM = if currentlyEnabled(Ext_Smnpm) & is_supported_pmm(PM_SMNPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Smnpm,covered,T,core/sys_regs.sail,394,,,0,,"PMM = if currentlyEnabled(Ext_Smnpm) & is_supported_pmm(PM_SMNPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Smnpm,covered,T,core/sys_regs.sail,394,,,0,,"PMM = if currentlyEnabled(Ext_Smnpm) & is_supported_pmm(PM_SMNPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Smnpm,todo,T,core/sys_regs.sail,394,,,0,,"PMM = if currentlyEnabled(Ext_Smnpm) & is_supported_pmm(PM_SMNPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Svadu,covered,B,core/sys_regs.sail,395,,,0,,"ADUE = if currentlyEnabled(Ext_Svadu) then v[ADUE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Svadu,covered,T,core/sys_regs.sail,395,,,0,,"ADUE = if currentlyEnabled(Ext_Svadu) then v[ADUE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Svadu,todo,T,core/sys_regs.sail,395,,,0,,"ADUE = if currentlyEnabled(Ext_Svadu) then v[ADUE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Svpbmt,covered,B,core/sys_regs.sail,396,,,0,,"PBMTE = if currentlyEnabled(Ext_Svpbmt) then v[PBMTE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Svpbmt,todo,T,core/sys_regs.sail,396,,,0,,"PBMTE = if currentlyEnabled(Ext_Svpbmt) then v[PBMTE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_menvcfg,legalize_menvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Svpbmt,covered,T,core/sys_regs.sail,396,,,0,,"PBMTE = if currentlyEnabled(Ext_Svpbmt) then v[PBMTE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_senvcfg() reached via 2 instruction(s),covered,F,core/sys_regs.sail,401,,,0,,"function legalize_senvcfg(o : SEnvcfg, v : bits(64)) -> SEnvcfg = {",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_senvcfg,legalize_senvcfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_senvcfg() reached via 2 instruction(s),covered,B,core/sys_regs.sail,404,,,0,,"FIOM = if sys_enable_writable_fiom then v[FIOM] else 0b0,",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_senvcfg,legalize_senvcfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_senvcfg() reached via 2 instruction(s),covered,T,core/sys_regs.sail,404,,,0,,"FIOM = if sys_enable_writable_fiom then v[FIOM] else 0b0,",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_senvcfg,legalize_senvcfg,function,helper_function,"execute an instruction that calls this helper: CSRImm, CSRReg",legalize_senvcfg() reached via 2 instruction(s),todo,T,core/sys_regs.sail,404,,,0,,"FIOM = if sys_enable_writable_fiom then v[FIOM] else 0b0,",opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfilp,covered,B,core/sys_regs.sail,405,,,0,,"LPE = if hartSupports(Ext_Zicfilp) then v[LPE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfilp,covered,T,core/sys_regs.sail,405,,,0,,"LPE = if hartSupports(Ext_Zicfilp) then v[LPE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfilp,todo,T,core/sys_regs.sail,405,,,0,,"LPE = if hartSupports(Ext_Zicfilp) then v[LPE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfiss,covered,B,core/sys_regs.sail,410,,,0,,"SSE = if hartSupports(Ext_Zicfiss) then v[SSE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfiss,covered,T,core/sys_regs.sail,410,,,0,,"SSE = if hartSupports(Ext_Zicfiss) then v[SSE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicfiss,todo,T,core/sys_regs.sail,410,,,0,,"SSE = if hartSupports(Ext_Zicfiss) then v[SSE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicboz,covered,B,core/sys_regs.sail,411,,,0,,"CBZE = if currentlyEnabled(Ext_Zicboz) then v[CBZE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicboz,covered,T,core/sys_regs.sail,411,,,0,,"CBZE = if currentlyEnabled(Ext_Zicboz) then v[CBZE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicboz,todo,T,core/sys_regs.sail,411,,,0,,"CBZE = if currentlyEnabled(Ext_Zicboz) then v[CBZE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicbom,covered,B,core/sys_regs.sail,412,,,0,,"CBCFE = if currentlyEnabled(Ext_Zicbom) then v[CBCFE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicbom,covered,T,core/sys_regs.sail,412,,,0,,"CBCFE = if currentlyEnabled(Ext_Zicbom) then v[CBCFE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicbom,todo,T,core/sys_regs.sail,412,,,0,,"CBCFE = if currentlyEnabled(Ext_Zicbom) then v[CBCFE] else 0b0,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicbom,covered,B,core/sys_regs.sail,413,,,0,,"CBIE = if currentlyEnabled(Ext_Zicbom) then legalize_xenvcfg_cbie(v[CBIE]) else 0b00,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicbom,covered,T,core/sys_regs.sail,413,,,0,,"CBIE = if currentlyEnabled(Ext_Zicbom) then legalize_xenvcfg_cbie(v[CBIE]) else 0b00,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Zicbom,todo,T,core/sys_regs.sail,413,,,0,,"CBIE = if currentlyEnabled(Ext_Zicbom) then legalize_xenvcfg_cbie(v[CBIE]) else 0b00,",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Ssnpm,covered,B,core/sys_regs.sail,414,,,0,,"PMM = if currentlyEnabled(Ext_Ssnpm) & is_supported_pmm(PM_SSNPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Ssnpm,covered,B,core/sys_regs.sail,414,,,0,,"PMM = if currentlyEnabled(Ext_Ssnpm) & is_supported_pmm(PM_SSNPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Ssnpm,todo,T,core/sys_regs.sail,414,,,0,,"PMM = if currentlyEnabled(Ext_Ssnpm) & is_supported_pmm(PM_SSNPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Ssnpm,todo,T,core/sys_regs.sail,414,,,0,,"PMM = if currentlyEnabled(Ext_Ssnpm) & is_supported_pmm(PM_SSNPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,legalize_senvcfg,legalize_senvcfg,function,extension_gate,"run with this extension enabled, and again with it disabled",Ext_Ssnpm,covered,T,core/sys_regs.sail,414,,,0,,"PMM = if currentlyEnabled(Ext_Ssnpm) & is_supported_pmm(PM_SSNPM, pmm_mode(v[PMM])) then v[PMM] else o[PMM],",opcode_sweep.py core/sys_regs.sail
core,read_senvcfg,read_senvcfg,function,csr_field,preload this CSR field before the instruction under test,menvcfg,todo,F,core/sys_regs.sail,432,,,0,,[senvcfg with SSE = menvcfg[SSE] & senvcfg[SSE]],opcode_sweep.py core/sys_regs.sail
core,csr_name_map,csr_name_map,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/sys_regs.sail,434,,,0,,"mapping clause csr_name_map = 0x30A  <-> ""menvcfg""",opcode_sweep.py core/sys_regs.sail
core,csr_name_map,csr_name_map,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/sys_regs.sail,435,,,0,,"mapping clause csr_name_map = 0x31A  <-> ""menvcfgh""",opcode_sweep.py core/sys_regs.sail
core,csr_name_map,csr_name_map,mapping_clause,naming_mapping,"out of reach: renders an enum as text; execution never consults it (same argument as derive_span_exclusions.py, different declaration form)",,todo,T,core/sys_regs.sail,436,,,0,,"mapping clause csr_name_map = 0x10A  <-> ""senvcfg""",opcode_sweep.py core/sys_regs.sail
core,is_fiom_active,is_fiom_active,function,helper_function,execute an instruction that calls this helper: FENCE,is_fiom_active() reached via 1 instruction(s),todo,F,core/sys_regs.sail,447,,,0,,function is_fiom_active() -> bool = {,opcode_sweep.py extensions/I/base_insts.sail
core,is_fiom_active,is_fiom_active,function,helper_function,execute an instruction that calls this helper: FENCE,is_fiom_active() reached via 1 instruction(s),todo,B,core/sys_regs.sail,448,,,0,,match cur_privilege {,opcode_sweep.py extensions/I/base_insts.sail
core,is_fiom_active,is_fiom_active,function,privilege,execute the same code at this privilege level,(default: the sweep already runs in M-mode),todo,T,core/sys_regs.sail,449,cur_privilege,Machine,1,match cur_privilege,"Machine           => false,",opcode_sweep.py core/sys_regs.sail
core,is_fiom_active,is_fiom_active,function,privilege,execute the same code at this privilege level,opcode_sweep.py --isla-arg=--run-in-supervisor --isla-arg=--pmp-allow-all,todo,T,core/sys_regs.sail,450,cur_privilege,Supervisor,1,match cur_privilege,"Supervisor        => menvcfg[FIOM] == 0b1,",opcode_sweep.py core/sys_regs.sail
core,is_fiom_active,is_fiom_active,function,privilege,execute the same code at this privilege level,opcode_sweep.py --isla-arg=--preload-xpp=mpp=u --isla-arg=--pmp-allow-all,todo,T,core/sys_regs.sail,451,cur_privilege,User,1,match cur_privilege,"User              => (menvcfg[FIOM] | senvcfg[FIOM]) == 0b1,",opcode_sweep.py core/sys_regs.sail
core,is_fiom_active,is_fiom_active,function,hypervisor,out of reach: Hypervisor is not implemented in this model,,todo,T,core/sys_regs.sail,452,cur_privilege,VirtualUser,1,match cur_privilege,"VirtualUser       => internal_error(__FILE__, __LINE__, ""Hypervisor extension not supported""),",opcode_sweep.py core/sys_regs.sail
